x;y;z;normal_x;normal_y;normal_z;camera_posx;camera_posy;camera_posz;camera_rotx;camera_roty;camera_rotz
-10.40655;2.013899;-4.854546;-0.9740038;-0.1905219;0.1225477;-11.02764;2.073577;-5.041243;357.4779;67.71996;0.0
-5.599857;1.772558;-2.924826;-0.9967853;-0.0801193;6.036814e-07;-11.02764;2.073577;-5.041243;357.4779;67.71996;0.0
-5.834747;1.640775;-2.92401;-0.9943063;-0.1065599;6.053557e-07;-11.02764;2.073577;-5.041243;357.4779;67.71996;0.0
-9.176665;1.925293;-4.629922;0.5756182;0.4285809;-0.6964067;-8.832266;1.966196;-4.633963;352.8003;261.5962;-4.302794e-07
-9.225563;1.948908;-4.663032;0.6692153;0.4493875;-0.5917787;-8.832266;1.966196;-4.633963;352.8003;261.5962;-4.302794e-07
-9.446056;1.853784;-4.816607;0.9807861;-3.670749e-08;0.1950859;-8.832266;1.966196;-4.633963;352.8003;261.5962;-4.302794e-07
-9.27529;1.954356;-4.814507;0.9245779;0.004560559;0.3809657;-8.832266;1.966196;-4.633963;352.8003;261.5962;-4.302794e-07
-9.280034;1.80178;-4.818715;0.9807859;3.462563e-08;0.1950871;-8.832266;1.966196;-4.633963;352.8003;261.5962;-4.302794e-07
-9.218691;1.317606;-4.20421;0.8771963;0.345533;0.3333673;-8.7297;1.439622;-3.972549;7.034472;232.6995;0.0
-8.959948;1.450292;-4.457585;1.146653e-06;0.09950332;0.9950373;-8.7297;1.439622;-3.972549;7.034472;232.6995;0.0
-9.462111;1.473035;-5.476277;0.3497943;0.3146583;0.8824025;-8.7297;1.439622;-3.972549;7.034472;232.6995;0.0
-9.182821;1.193094;-4.438176;0.8979297;0.14437;0.4157881;-8.7297;1.439622;-3.972549;7.034472;232.6995;0.0
-9.289466;1.294047;-4.207736;0.3842653;-0.3057626;0.8711196;-8.7297;1.439622;-3.972549;7.034472;232.6995;0.0
-6.065202;1.456702;-2.561192;-0.9943064;-0.1065591;5.831982e-07;-7.053982;1.561308;-2.766447;357.5922;85.5881;0.0
-5.832485;1.61636;-2.565661;-0.9967854;-0.08011778;5.460253e-07;-7.053982;1.561308;-2.766447;357.5922;85.5881;0.0
-6.072934;1.528846;-2.577935;-0.9943064;-0.1065585;5.194755e-07;-7.053982;1.561308;-2.766447;357.5922;85.5881;0.0
-5.371654;1.983807;-2.589492;-0.9967854;-0.08011921;6.036813e-07;-7.053982;1.561308;-2.766447;357.5922;85.5881;0.0
-5.143666;2.195673;-2.598957;-0.9943061;-0.106561;3.763956e-07;-7.053982;1.561308;-2.766447;357.5922;85.5881;0.0
-6.146149;1.334271;-4.194319;-0.9803482;-0.1891534;-0.05602241;-6.580623;1.330118;-4.216267;5.4349;75.94736;2.144073e-07
-6.149838;1.347188;-4.187878;-0.9575817;-0.2567499;-0.1308318;-6.580623;1.330118;-4.216267;5.4349;75.94736;2.144073e-07
-3.900744;1.860981;-3.836306;-0.9445027;-5.662441e-07;0.3285038;-6.580623;1.330118;-4.216267;5.4349;75.94736;2.144073e-07
-6.046128;1.410743;-4.422294;-0.7935105;0.3764564;0.4781441;-6.580623;1.330118;-4.216267;5.4349;75.94736;2.144073e-07
-3.703386;1.750089;-4.282504;-0.4306901;0.0;0.9025001;-6.580623;1.330118;-4.216267;5.4349;75.94736;2.144073e-07
-7.015353;0.7313607;-3.589525;1.0;5.960464e-08;1.788139e-07;-5.409769;0.8310699;-3.46372;0.7098767;270.0289;-2.668247e-08
-6.766378;0.5276239;-3.558564;1.0;-1.79506e-08;1.788139e-07;-5.409769;0.8310699;-3.46372;0.7098767;270.0289;-2.668247e-08
-6.75138;0.5864044;-3.52524;1.0;2.960911e-15;-2.120425e-08;-5.409769;0.8310699;-3.46372;0.7098767;270.0289;-2.668247e-08
-7.015353;0.6348847;-3.570334;1.0;5.960464e-08;1.788139e-07;-5.409769;0.8310699;-3.46372;0.7098767;270.0289;-2.668247e-08
-7.000792;0.7704748;-4.106308;0.9486833;-0.3162278;-6.157811e-08;-5.409769;0.8310699;-3.46372;0.7098767;270.0289;-2.668247e-08
-3.467689;1.705062;-2.552456;0.0001437664;0.0;1.0;-3.190348;1.54647;-1.494463;0.9345843;188.2938;-6.670994e-09
-3.479722;1.800176;-2.552454;0.0001437664;0.0;1.0;-3.190348;1.54647;-1.494463;0.9345843;188.2938;-6.670994e-09
-3.825378;2.15924;-3.849736;0.3285038;9.834766e-07;0.9445027;-3.190348;1.54647;-1.494463;0.9345843;188.2938;-6.670994e-09
-3.45876;1.231809;-2.790035;0.0;0.0;1.0;-3.190348;1.54647;-1.494463;0.9345843;188.2938;-6.670994e-09
-3.67532;1.011872;-3.901927;0.3285038;9.834766e-07;0.9445027;-3.190348;1.54647;-1.494463;0.9345843;188.2938;-6.670994e-09
-2.670116;4.253541;-1.20879;-0.9871972;0.09010442;0.1316167;-2.950502;4.390767;-0.8103943;6.681097;114.3177;-2.149028e-07
-1.517925;3.682043;-2.93193;-0.06038636;-1.215747e-07;0.998175;-2.950502;4.390767;-0.8103943;6.681097;114.3177;-2.149028e-07
-0.7227974;3.622576;-3.002304;0.0;1.192093e-07;1.0;-2.950502;4.390767;-0.8103943;6.681097;114.3177;-2.149028e-07
-2.559631;4.255415;-1.022184;-0.9873691;-0.08739824;0.132151;-2.950502;4.390767;-0.8103943;6.681097;114.3177;-2.149028e-07
-1.349;3.868692;-1.681484;-1.0;-1.409093e-07;5.617604e-07;-2.950502;4.390767;-0.8103943;6.681097;114.3177;-2.149028e-07
-2.639779;4.253644;-0.9818841;-0.9873701;0.08739707;0.1321451;-2.950502;4.390767;-0.8103943;6.681097;114.3177;-2.149028e-07
-2.541876;4.250087;-0.8361719;-0.6909087;0.0135911;0.7228143;-2.950502;4.390767;-0.8103943;6.681097;114.3177;-2.149028e-07
-2.116757;4.169413;-1.075218;-0.9999831;-0.0005069455;-0.005794419;-2.950502;4.390767;-0.8103943;6.681097;114.3177;-2.149028e-07
-2.548068;4.254634;-0.9362706;-0.987439;-0.08735468;0.1316568;-2.950502;4.390767;-0.8103943;6.681097;114.3177;-2.149028e-07
-1.3465;3.955662;-1.35056;-1.0;3.162653e-14;2.964578e-07;-2.950502;4.390767;-0.8103943;6.681097;114.3177;-2.149028e-07
-2.426202;4.107028;-1.048178;-0.7987919;-0.1736467;0.5760021;-2.707626;4.078721;-0.4355316;5.303529;154.6469;-1.071805e-07
-2.635556;3.892974;-3.002304;0.0;1.192093e-07;1.0;-2.707626;4.078721;-0.4355316;5.303529;154.6469;-1.071805e-07
-2.65286;3.628317;-3.002304;0.0;1.192093e-07;1.0;-2.707626;4.078721;-0.4355316;5.303529;154.6469;-1.071805e-07
-2.61753;4.668769;-3.002303;0.0;1.192093e-07;1.0;-2.707626;4.078721;-0.4355316;5.303529;154.6469;-1.071805e-07
-2.091846;4.194042;-1.073898;2.373572e-08;0.08715565;0.9961947;-2.707626;4.078721;-0.4355316;5.303529;154.6469;-1.071805e-07
-1.867489;4.008857;-1.057696;1.39926e-08;0.08715566;0.9961947;-1.724554;4.361687;0.1484165;6.152308;182.0172;-1.341749e-08
-1.125094;4.121534;-2.908165;-0.06038646;-9.069497e-08;0.998175;-1.724554;4.361687;0.1484165;6.152308;182.0172;-1.341749e-08
-2.104269;4.244249;-1.07829;1.546721e-08;0.0871546;0.9961948;-1.724554;4.361687;0.1484165;6.152308;182.0172;-1.341749e-08
-2.771446;4.081897;-3.002304;0.0;1.192093e-07;1.0;-1.724554;4.361687;0.1484165;6.152308;182.0172;-1.341749e-08
-3.036496;3.447678;-3.002304;0.0;1.192093e-07;1.0;-1.724554;4.361687;0.1484165;6.152308;182.0172;-1.341749e-08
-2.109232;4.166306;-1.071471;2.373572e-08;0.08715565;0.9961947;-1.707;4.35;0.06999969;15.875;177.747;359.812
-1.340992;3.836261;-1.308;5.617605e-07;-1.192093e-07;1.0;-1.707;4.35;0.06999969;15.875;177.747;359.812
-0.8287215;3.256971;-3.002304;0.0;1.192093e-07;1.0;-1.707;4.35;0.06999969;15.875;177.747;359.812
-1.538724;4.245255;-1.078378;-3.281915e-09;0.08715369;0.9961949;-1.707;4.35;0.06999969;15.875;177.747;359.812
-1.35542;4.112546;-2.922099;-0.06038646;-9.069497e-08;0.998175;-1.707;4.35;0.06999969;15.875;177.747;359.812
-1.728781;4.080727;-1.116606;0.04255892;-0.04211288;-0.998206;-1.133057;4.048628;-2.034857;356.5074;313.6312;1.069203e-07
-1.342785;4.142428;-1.333;-5.617605e-07;1.192093e-07;-1.0;-1.133057;4.048628;-2.034857;356.5074;313.6312;1.069203e-07
-1.611211;3.720125;-1.307012;-2.672815e-07;1.192093e-07;-1.0;-1.133057;4.048628;-2.034857;356.5074;313.6312;1.069203e-07
-1.343864;3.899532;-1.698;-5.617605e-07;3.114095e-08;-1.0;-1.133057;4.048628;-2.034857;356.5074;313.6312;1.069203e-07
-2.498574;3.537547;-1.319234;8.268825e-08;1.192093e-07;-1.0;-1.133057;4.048628;-2.034857;356.5074;313.6312;1.069203e-07
-4.355493;4.572043;-1.966896;5.15191e-08;-1.58405e-07;-1.0;-1.048904;4.216747;-3.44488;356.7986;286.3458;2.13777e-07
-1.459796;4.083757;-3.175956;0.5418722;-0.1961153;-0.8172597;-1.048904;4.216747;-3.44488;356.7986;286.3458;2.13777e-07
-1.45387;4.107928;-3.179402;0.521248;-0.2529346;-0.8150611;-1.048904;4.216747;-3.44488;356.7986;286.3458;2.13777e-07
-1.365657;4.293486;-3.171383;0.585283;-0.07495606;-0.8073571;-1.048904;4.216747;-3.44488;356.7986;286.3458;2.13777e-07
-2.481969;4.413464;-3.029933;1.0;1.401214e-12;-1.190523e-05;-1.048904;4.216747;-3.44488;356.7986;286.3458;2.13777e-07
1.773021;4.028492;-1.33589;-0.3567289;-0.1385285;-0.9238802;1.450365;4.00866;-2.135695;358.8979;7.035985;-6.671341e-09
2.815547;4.19367;1.233196;0.002663684;0.01537898;-0.9998783;1.450365;4.00866;-2.135695;358.8979;7.035985;-6.671341e-09
1.802506;3.873936;-1.336026;0.0;0.6087626;-0.7933525;1.450365;4.00866;-2.135695;358.8979;7.035985;-6.671341e-09
1.819701;3.873627;-1.336213;0.0;-0.3826817;-0.9238803;1.450365;4.00866;-2.135695;358.8979;7.035985;-6.671341e-09
1.617268;3.962641;-1.583;0.0;-1.192093e-07;-1.0;1.450365;4.00866;-2.135695;358.8979;7.035985;-6.671341e-09
1.569294;4.205158;1.230052;0.002663684;0.01537898;-0.9998783;1.829112;3.975474;-1.878582;359.6101;356.3022;0.0
1.816395;4.006118;-1.335831;0.3691286;0.1009529;-0.9238792;1.829112;3.975474;-1.878582;359.6101;356.3022;0.0
1.772239;4.204231;1.230579;0.002663684;0.01537898;-0.9998783;1.829112;3.975474;-1.878582;359.6101;356.3022;0.0
1.622;3.913209;-1.508298;1.0;4.058634e-09;2.035939e-14;1.829112;3.975474;-1.878582;359.6101;356.3022;0.0
3.409734;4.125377;0.88264;-0.1640781;0.2415423;-0.9564182;1.829112;3.975474;-1.878582;359.6101;356.3022;0.0
2.257886;3.280637;-3.755966;-0.9397916;2.690462e-08;0.3417481;1.885319;3.322042;-3.71908;0.3595729;65.41396;1.334048e-08
2.692256;3.223252;-3.766038;-0.8032985;0.1901418;-0.564409;1.885319;3.322042;-3.71908;0.3595729;65.41396;1.334048e-08
2.455932;3.251956;-3.667827;-0.9397922;2.6591e-08;0.3417465;1.885319;3.322042;-3.71908;0.3595729;65.41396;1.334048e-08
2.458126;3.076239;-3.661793;-0.9397931;8.428691e-09;0.3417439;1.885319;3.322042;-3.71908;0.3595729;65.41396;1.334048e-08
2.533758;3.045274;-3.645107;-0.8149102;-0.006900299;-0.5795462;1.885319;3.322042;-3.71908;0.3595729;65.41396;1.334048e-08
2.691084;3.690614;-2.453573;-0.6712045;0.231448;0.7042134;2.121724;3.850329;-2.082491;12.97097;97.86789;0.0
2.72023;3.788556;-2.441767;-0.6972303;-0.1432494;0.7023885;2.121724;3.850329;-2.082491;12.97097;97.86789;0.0
3.899728;3.649726;-3.117015;-1.0;7.692951e-08;0.0;2.121724;3.850329;-2.082491;12.97097;97.86789;0.0
2.730662;3.727292;-2.405225;-0.8506186;0.02354508;0.5252559;2.121724;3.850329;-2.082491;12.97097;97.86789;0.0
3.8894;3.550328;-2.995842;-1.0;0.0;0.0;2.121724;3.850329;-2.082491;12.97097;97.86789;0.0
2.753103;3.601041;-2.443882;-0.07332245;0.3395059;0.9377418;2.121724;3.850329;-2.082491;12.97097;97.86789;0.0
3.8894;3.192161;-3.077608;-1.0;0.0;0.0;2.121724;3.850329;-2.082491;12.97097;97.86789;0.0
2.567182;3.671448;-2.481296;-0.1081445;0.4726869;0.8745696;2.121724;3.850329;-2.082491;12.97097;97.86789;0.0
2.557087;3.691862;-2.494927;-0.03159005;0.5267375;0.8494409;2.121724;3.850329;-2.082491;12.97097;97.86789;0.0
2.562126;3.85531;-2.558542;-0.1938696;0.06695545;0.9787398;2.121724;3.850329;-2.082491;12.97097;97.86789;0.0
4.243762;3.895315;-4.326564;-1.0;0.0;0.0;2.121724;3.850329;-2.082491;12.97097;97.86789;0.0
2.8051;3.475637;-1.963118;0.004245649;0.9999417;-0.009938078;2.121724;3.850329;-2.082491;12.97097;97.86789;0.0
2.628324;3.475652;-2.037172;0.004245649;0.9999417;-0.009938078;2.121724;3.850329;-2.082491;12.97097;97.86789;0.0
2.638721;3.461406;-2.069658;2.285946e-07;1.0;-6.819437e-07;2.121724;3.850329;-2.082491;12.97097;97.86789;0.0
3.231585;3.014231;-2.087646;0.0;1.0;-1.192093e-07;2.121724;3.850329;-2.082491;12.97097;97.86789;0.0
2.320251;4.396147;-1.193;0.0;1.192093e-07;1.0;2.428403;4.16662;-0.1667862;10.02116;181.2917;0.0
1.899125;4.751079;-4.404829;3.998317e-05;0.00773529;0.9999701;2.428403;4.16662;-0.1667862;10.02116;181.2917;0.0
2.14406;4.263898;-1.189784;1.694933e-07;-2.975422e-07;1.0;2.428403;4.16662;-0.1667862;10.02116;181.2917;0.0
1.262376;4.678736;-4.405437;-0.002584496;1.192089e-07;0.9999967;2.428403;4.16662;-0.1667862;10.02116;181.2917;0.0
1.578485;5.45792;-4.189582;-4.27592e-07;-0.9398169;0.3416787;2.428403;4.16662;-0.1667862;10.02116;181.2917;0.0
3.038688;3.328835;-3.635838;0.9384443;0.3077197;-0.1569425;3.379693;3.402669;-3.695612;3.372495;295.6794;-1.069068e-07
3.041403;3.320498;-3.635952;0.9384443;0.3077197;-0.1569425;3.379693;3.402669;-3.695612;3.372495;295.6794;-1.069068e-07
2.817984;3.276278;-3.575036;0.9902111;-0.01924117;-0.138245;3.379693;3.402669;-3.695612;3.372495;295.6794;-1.069068e-07
2.815955;3.314279;-3.556465;0.6479874;0.5668492;-0.5087183;3.379693;3.402669;-3.695612;3.372495;295.6794;-1.069068e-07
2.989795;3.367279;-3.582788;0.9204345;-0.385105;0.06704074;3.379693;3.402669;-3.695612;3.372495;295.6794;-1.069068e-07
2.825191;3.351131;-3.503638;0.6479826;0.5668537;-0.5087194;3.379693;3.402669;-3.695612;3.372495;295.6794;-1.069068e-07
2.800211;3.340465;-3.684288;0.9855775;-0.001043784;-0.1692219;3.379693;3.402669;-3.695612;3.372495;295.6794;-1.069068e-07
2.874526;3.457503;-3.291296;0.6054056;-0.400991;-0.6875249;3.379693;3.402669;-3.695612;3.372495;295.6794;-1.069068e-07
0.7190002;3.656927;-1.539974;1.0;1.232167e-07;0.0;3.379693;3.402669;-3.695612;3.372495;295.6794;-1.069068e-07
0.3011319;3.207025;-2.229986;1.0;5.960464e-08;1.788139e-07;3.379693;3.402669;-3.695612;3.372495;295.6794;-1.069068e-07
